tm,Tsp1,T1,Q1,P,ierr,D,iae
3274.1,46,46.36,29.33,-2.16,31.49,0,11698.48
3275.1,46,46.36,29.3,-2.16,31.46,0,11698.84
3276.1,46,46.36,29.27,-2.16,31.43,0,11699.2
3277.1,46,46.36,29.24,-2.16,31.4,0,11699.56
3278.1,46,46.36,29.21,-2.16,31.37,0,11699.92
3279.1,46,46.36,29.18,-2.16,31.34,0,11700.28
3280.1,46,46.36,29.15,-2.16,31.31,0,11700.64
3281.1,46,46.23,29.92,-1.38,31.3,0,11700.87
3282.1,46,46.36,29.11,-2.16,31.27,0,11701.23
3283.1,46,46.36,29.08,-2.16,31.24,0,11701.59
3284.1,46,46.36,29.05,-2.16,31.21,0,11701.95
3285.1,46,46.36,29.02,-2.16,31.18,0,11702.31
3286.1,46,46.36,28.99,-2.16,31.15,0,11702.67
3287.1,46,46.36,28.96,-2.16,31.12,0,11703.03
3288.1,46,46.36,28.93,-2.16,31.09,0,11703.39
3289.1,46,46.23,29.7,-1.38,31.08,0,11703.62
3290.1,46,46.36,28.89,-2.16,31.05,0,11703.98
3291.1,46,46.13,30.26,-0.78,31.04,0,11704.11
3292.1,46,46.1,30.43,-0.6,31.03,0,11704.21
3293.1,46,46.16,30.06,-0.96,31.02,0,11704.37
3294.1,46,46.16,30.04,-0.96,31,0,11704.53
3295.1,46,46.16,30.03,-0.96,30.99,0,11704.69
3296.1,46,46.13,30.2,-0.78,30.98,0,11704.82
3297.1,46,46.16,30.01,-0.96,30.97,0,11704.98
3298.1,46,46.2,29.75,-1.2,30.95,0,11705.18
3299.1,46,46.26,29.37,-1.56,30.93,0,11705.44
3300.1,46,46.33,28.92,-1.98,30.9,0,11705.77
3301.1,46,46.33,28.9,-1.98,30.88,0,11706.1
3302.2,46,46.36,28.69,-2.16,30.85,0,11706.46
3303.2,46,46.33,28.84,-1.98,30.82,0,11706.79
3304.2,46,46.16,29.85,-0.96,30.81,0,11706.95
3305.2,46,46.04,30.57,-0.24,30.81,0,11706.99
3306.2,46,46.07,30.38,-0.42,30.8,0,11707.06
3307.2,46,46.04,30.56,-0.24,30.8,0,11707.1
3308.2,46,46,30.8,0,30.8,0,11707.1
3309.2,46,45.97,30.98,0.18,30.8,0,11707.13
3310.2,46,46,30.8,0,30.8,0,11707.13
3311.2,46,46,30.8,0,30.8,0,11707.13
3312.2,46,46,30.8,0,30.8,0,11707.13
3313.2,46,46,30.8,0,30.8,0,11707.13
3314.2,46,45.97,30.98,0.18,30.8,0,11707.16
3315.2,46,45.97,30.98,0.18,30.8,0,11707.19
3316.2,46,46,30.8,0,30.8,0,11707.19
3317.2,46,46.04,30.56,-0.24,30.8,0,11707.23
3318.2,46,46.04,30.56,-0.24,30.8,0,11707.27
3319.2,46,46,30.8,0,30.8,0,11707.27
3320.2,46,46,30.8,0,30.8,0,11707.27
3321.2,46,46,30.8,0,30.8,0,11707.27
3322.2,46,45.91,31.34,0.54,30.8,0,11707.36
3323.2,46,45.75,32.32,1.5,30.82,0,11707.61
3324.2,46,45.71,32.59,1.74,30.85,0,11707.9
3325.2,46,45.71,32.61,1.74,30.87,0,11708.19
3326.2,46,45.71,32.63,1.74,30.89,0,11708.48
3327.2,46,45.71,32.66,1.74,30.92,0,11708.77
3328.2,46,45.71,32.68,1.74,30.94,0,11709.06
3329.2,46,45.71,32.7,1.74,30.96,0,11709.35
3330.2,46,45.71,32.73,1.74,30.99,0,11709.64
3331.2,46,45.71,32.75,1.74,31.01,0,11709.93
3332.2,46,45.71,32.77,1.74,31.03,0,11710.22
3333.2,46,45.81,32.19,1.14,31.05,0,11710.41
3334.2,46,45.91,31.6,0.54,31.06,0,11710.5
3335.2,46,46.04,30.81,-0.24,31.05,0,11710.54
3336.2,46,46.04,30.81,-0.24,31.05,0,11710.58
3337.2,46,46.04,30.81,-0.24,31.05,0,11710.62
3338.2,46,46,31.05,0,31.05,0,11710.62
3339.2,46,46,31.05,0,31.05,0,11710.62
3340.2,46,46.04,30.8,-0.24,31.04,0,11710.66
3341.2,46,46.04,30.8,-0.24,31.04,0,11710.7
3342.2,46,46,31.04,0,31.04,0,11710.7
3343.2,46,46.04,30.8,-0.24,31.04,0,11710.74
3344.2,46,46.04,30.79,-0.24,31.03,0,11710.78
3345.2,46,46.04,30.79,-0.24,31.03,0,11710.82
3346.3,46,46.04,30.79,-0.24,31.03,0,11710.86
3347.3,46,46.04,30.78,-0.24,31.02,0,11710.9
3348.3,46,46.04,30.78,-0.24,31.02,0,11710.94
3349.3,46,46.04,30.78,-0.24,31.02,0,11710.98
3350.3,46,46,31.02,0,31.02,0,11710.98
3351.3,46,46.04,30.77,-0.24,31.01,0,11711.02
3352.3,46,46.04,30.77,-0.24,31.01,0,11711.06
3353.3,46,46.04,30.77,-0.24,31.01,0,11711.1
3354.3,46,45.97,31.19,0.18,31.01,0,11711.13
3355.3,46,45.91,31.56,0.54,31.02,0,11711.22
3356.3,46,45.94,31.38,0.36,31.02,0,11711.28
3357.3,46,46.04,30.78,-0.24,31.02,0,11711.32
3358.3,46,45.97,31.2,0.18,31.02,0,11711.35
3359.3,46,46,31.02,0,31.02,0,11711.35
3360.3,46,45.97,31.2,0.18,31.02,0,11711.38
3361.3,46,46.04,30.78,-0.24,31.02,0,11711.42
3362.3,46,46.04,30.78,-0.24,31.02,0,11711.46
3363.3,46,46.04,30.77,-0.24,31.01,0,11711.5
3364.3,46,46,31.01,0,31.01,0,11711.5
3365.3,46,46.04,30.77,-0.24,31.01,0,11711.54
3366.3,46,46.04,30.77,-0.24,31.01,0,11711.58
3367.3,46,46.04,30.76,-0.24,31,0,11711.62
3368.3,46,46.04,30.76,-0.24,31,0,11711.66
3369.3,46,46.04,30.76,-0.24,31,0,11711.7
3370.3,46,46.04,30.75,-0.24,30.99,0,11711.74
3371.3,46,46.04,30.75,-0.24,30.99,0,11711.78
3372.3,46,45.94,31.36,0.36,31,0,11711.84
3373.3,46,45.87,31.79,0.78,31.01,0,11711.97
3374.3,46,45.78,32.34,1.32,31.02,0,11712.19
3375.3,46,45.78,32.36,1.32,31.04,0,11712.41
3376.3,46,45.84,32.01,0.96,31.05,0,11712.57
3377.3,46,45.81,32.21,1.14,31.07,0,11712.76
3378.3,46,45.75,32.59,1.5,31.09,0,11713.01
3379.3,46,45.81,32.25,1.14,31.11,0,11713.2
3380.4,46,45.78,32.44,1.32,31.12,0,11713.42
3381.4,46,45.91,31.67,0.54,31.13,0,11713.51
3382.4,46,45.91,31.68,0.54,31.14,0,11713.6
3383.4,46,45.91,31.68,0.54,31.14,0,11713.69
3384.4,46,45.91,31.69,0.54,31.15,0,11713.78
3385.4,46,45.78,32.49,1.32,31.17,0,11714
3386.4,46,45.81,32.32,1.14,31.18,0,11714.19
3387.4,46,45.84,32.16,0.96,31.2,0,11714.35
3388.4,46,45.75,32.72,1.5,31.22,0,11714.6
3389.4,46,45.81,32.37,1.14,31.23,0,11714.79
3390.4,46,45.84,32.21,0.96,31.25,0,11714.95
3391.4,58,45.81,100,73.14,31.25,0,11727.14
3392.4,58,45.81,100,73.14,31.25,0,11739.33
3393.4,58,45.78,100,73.32,31.25,0,11751.55
3394.4,58,45.87,100,72.78,31.25,0,11763.68
3395.4,58,45.81,100,73.14,31.25,0,11775.87
3396.4,58,45.78,100,73.32,31.25,0,11788.09
3397.4,58,45.91,100,72.54,31.25,0,11800.18
3398.4,58,46.04,100,71.76,31.25,0,11812.14
3399.4,58,46,100,72,31.25,0,11824.14
3400.4,58,46.04,100,71.76,31.25,0,11836.1
3401.4,58,46.04,100,71.76,31.25,0,11848.06
3402.4,58,46.04,100,71.76,31.25,0,11860.02
3403.4,58,46.33,100,70.02,31.25,0,11871.69
3404.4,58,46.36,100,69.84,31.25,0,11883.33
3405.4,58,46.36,100,69.84,31.25,0,11894.97
3406.4,58,46.49,100,69.06,31.25,0,11906.48
3407.4,58,46.68,100,67.92,31.25,0,11917.8
3408.4,58,46.68,100,67.92,31.25,0,11929.12
3409.4,58,46.97,98.31,66.18,32.13,0,11940.15
3410.4,58,47,99.01,66,33.01,0,11951.15
3411.4,58,47.13,99.11,65.22,33.89,0,11962.02
3412.4,58,47.32,98.82,64.08,34.74,0,11972.7
3413.4,58,47.32,99.68,64.08,35.6,0,11983.38
3414.4,58,47.55,99.13,62.7,36.43,0,11993.83
3415.4,58,47.65,99.36,62.1,37.26,0,12004.18
3416.4,58,47.97,98.25,60.18,38.07,0,12014.21
3417.4,58,47.97,99.05,60.18,38.87,0,12024.24
3418.4,58,48.26,98.09,58.44,39.65,0,12033.98
3419.4,58,48.29,98.69,58.26,40.43,0,12043.69
3420.4,58,48.58,97.7,56.52,41.18,0,12053.11
3421.5,58,48.65,98.03,56.1,41.93,0,12062.46
3422.5,58,48.87,97.45,54.78,42.67,0,12071.59
3423.5,58,48.94,97.75,54.36,43.39,0,12080.65
3424.5,58,49.26,96.53,52.44,44.09,0,12089.39
3425.5,58,49.35,96.69,51.9,44.79,0,12098.04
3426.5,58,49.58,95.98,50.52,45.46,0,12106.46
3427.5,58,49.9,94.71,48.6,46.11,0,12114.56
3428.5,58,49.9,95.36,48.6,46.76,0,12122.66
3429.5,58,50.22,94.06,46.68,47.38,0,12130.44
3430.5,58,50.42,93.47,45.48,47.99,0,12138.02
3431.5,58,50.55,93.29,44.7,48.59,0,12145.47
3432.5,58,50.68,93.1,43.92,49.18,0,12152.79
3433.5,58,50.87,92.53,42.78,49.75,0,12159.92
3434.5,58,50.87,93.1,42.78,50.32,0,12167.05
3435.5,58,50.87,93.68,42.78,50.9,0,12174.18
3436.5,58,51.19,92.3,40.86,51.44,0,12180.99
3437.5,58,51.35,91.87,39.9,51.97,0,12187.64
3438.5,58,51.51,91.43,38.94,52.49,0,12194.13
3439.5,58,51.55,91.71,38.7,53.01,0,12200.58
3440.5,58,51.84,90.47,36.96,53.51,0,12206.74
3441.5,58,52.09,89.44,35.46,53.98,0,12212.65
3442.5,58,52.16,89.49,35.04,54.45,0,12218.49
3443.5,58,52.48,88.01,33.12,54.89,0,12224.01
3444.5,58,52.8,86.51,31.2,55.31,0,12229.21
3445.5,58,52.8,86.92,31.2,55.72,0,12234.41
3446.5,58,53.13,85.33,29.22,56.11,0,12239.28
3447.5,58,53.38,84.2,27.72,56.48,0,12243.9
3448.5,58,53.48,83.97,27.12,56.85,0,12248.42
3449.5,58,53.77,82.56,25.38,57.18,0,12252.65
3450.5,58,54.09,80.96,23.46,57.5,0,12256.56
3451.5,58,54.32,79.87,22.08,57.79,0,12260.24
3452.5,58,54.41,79.62,21.54,58.08,0,12263.83
3453.5,58,54.74,77.9,19.56,58.34,0,12267.09
3454.5,58,54.74,78.17,19.56,58.61,0,12270.35
3455.5,58,55.06,76.48,17.64,58.84,0,12273.29
3456.5,58,55.32,75.14,16.08,59.06,0,12275.97
3457.5,58,55.38,74.99,15.72,59.27,0,12278.59
3458.5,58,55.7,73.25,13.8,59.45,0,12280.89
3459.5,58,55.86,72.46,12.84,59.62,0,12283.03
3460.5,58,56.03,71.6,11.82,59.78,0,12285
3461.5,58,56.28,70.24,10.32,59.92,0,12286.72
3462.5,58,56.35,69.95,9.9,60.05,0,12288.37
3463.5,58,56.67,68.14,7.98,60.16,0,12289.7
3464.6,58,56.7,68.06,7.8,60.26,0,12291
3465.6,58,56.99,66.4,6.06,60.34,0,12292.01
3466.6,58,56.99,66.48,6.06,60.42,0,12293.02
3467.6,58,57.31,64.62,4.14,60.48,0,12293.71
3468.6,58,57.31,64.67,4.14,60.53,0,12294.4
3469.6,58,57.54,63.33,2.76,60.57,0,12294.86
3470.6,58,57.64,62.76,2.16,60.6,0,12295.22
3471.6,58,57.64,62.79,2.16,60.63,0,12295.58
3472.6,58,57.89,61.3,0.66,60.64,0,12295.69
3473.6,58,57.96,60.88,0.24,60.64,0,12295.73
3474.6,58,58.09,60.09,-0.54,60.63,0,12295.82
3475.6,58,58.28,58.93,-1.68,60.61,0,12296.1
3476.6,58,58.28,58.91,-1.68,60.59,0,12296.38
3477.6,58,58.41,58.1,-2.46,60.56,0,12296.79
3478.6,58,58.6,56.91,-3.6,60.51,0,12297.39
3479.6,58,58.6,56.86,-3.6,60.46,0,12297.99
3480.6,58,58.8,55.6,-4.8,60.4,0,12298.79
3481.6,58,58.93,54.74,-5.58,60.32,0,12299.72
3482.6,58,58.93,54.67,-5.58,60.25,0,12300.65
3483.6,58,58.99,54.23,-5.94,60.17,0,12301.64
3484.6,58,59.18,52.99,-7.08,60.07,0,12302.82
3485.6,58,59.25,52.47,-7.5,59.97,0,12304.07
3486.6,58,59.25,52.37,-7.5,59.87,0,12305.32
3487.6,58,59.28,52.09,-7.68,59.77,0,12306.6
3488.6,58,59.41,51.2,-8.46,59.66,0,12308.01
3489.6,58,59.57,50.11,-9.42,59.53,0,12309.58
3490.6,58,59.57,49.98,-9.42,59.4,0,12311.15
3491.6,58,59.57,49.86,-9.42,59.28,0,12312.72
3492.6,58,59.57,49.73,-9.42,59.15,0,12314.29
3493.6,58,59.6,49.43,-9.6,59.03,0,12315.89
3494.6,58,59.83,47.9,-10.98,58.88,0,12317.72
3495.6,58,59.89,47.39,-11.34,58.73,0,12319.61
3496.6,58,59.89,47.23,-11.34,58.57,0,12321.5
3497.6,58,59.89,47.08,-11.34,58.42,0,12323.39
3498.7,58,59.89,46.93,-11.34,58.27,0,12325.28
3499.7,58,59.89,46.78,-11.34,58.12,0,12327.17
3500.7,58,59.89,46.63,-11.34,57.97,0,12329.06
3501.7,58,59.89,46.48,-11.34,57.82,0,12330.95
3502.7,58,59.89,46.33,-11.34,57.67,0,12332.84
3503.7,58,59.92,45.99,-11.52,57.51,0,12334.76
3504.7,58,59.89,46.02,-11.34,57.36,0,12336.65
3505.7,58,59.89,45.87,-11.34,57.21,0,12338.54
3506.7,58,59.89,45.72,-11.34,57.06,0,12340.43
3507.7,58,59.89,45.57,-11.34,56.91,0,12342.32
3508.7,58,59.89,45.41,-11.34,56.75,0,12344.21
3509.7,58,59.89,45.26,-11.34,56.6,0,12346.1
3510.7,58,59.89,45.11,-11.34,56.45,0,12347.99
3511.7,58,59.89,44.96,-11.34,56.3,0,12349.88
3512.7,58,59.89,44.81,-11.34,56.15,0,12351.77
3513.7,58,59.89,44.65,-11.34,55.99,0,12353.66
3514.7,58,59.89,44.5,-11.34,55.84,0,12355.55
3515.7,58,59.89,44.35,-11.34,55.69,0,12357.44
3516.7,58,59.89,44.2,-11.34,55.54,0,12359.33
3517.7,58,59.86,44.23,-11.16,55.39,0,12361.19
3518.7,58,59.86,44.08,-11.16,55.24,0,12363.05
3519.7,58,59.86,43.93,-11.16,55.09,0,12364.91
3520.7,58,59.83,43.97,-10.98,54.95,0,12366.74
3521.7,58,59.76,44.24,-10.56,54.8,0,12368.5
3522.7,58,59.8,43.86,-10.8,54.66,0,12370.3
3523.7,58,59.86,43.35,-11.16,54.51,0,12372.16
3524.7,58,59.89,43.02,-11.34,54.36,0,12374.05
3525.7,58,59.8,43.42,-10.8,54.22,0,12375.85
3526.7,58,59.89,42.72,-11.34,54.06,0,12377.74
3527.7,58,59.89,42.57,-11.34,53.91,0,12379.63
3528.7,58,59.89,42.42,-11.34,53.76,0,12381.52
3529.7,58,59.86,42.45,-11.16,53.61,0,12383.38
3530.7,58,59.83,42.48,-10.98,53.46,0,12385.21
3531.7,58,59.8,42.52,-10.8,53.32,0,12387.01
3532.7,58,59.83,42.19,-10.98,53.17,0,12388.84
3533.7,58,59.7,42.84,-10.2,53.04,0,12390.54
3534.7,58,59.7,42.7,-10.2,52.9,0,12392.24
3535.7,58,59.73,42.38,-10.38,52.76,0,12393.97
3536.7,58,59.6,43.03,-9.6,52.63,0,12395.57
3537.8,58,59.67,42.48,-10.02,52.5,0,12397.24
3538.8,58,59.6,42.77,-9.6,52.37,0,12398.84
3539.8,58,59.57,42.83,-9.42,52.25,0,12400.41
3540.8,58,59.57,42.7,-9.42,52.12,0,12401.98
3541.8,58,59.57,42.57,-9.42,51.99,0,12403.55
3542.8,58,59.57,42.45,-9.42,51.87,0,12405.12
3543.8,58,59.57,42.32,-9.42,51.74,0,12406.69
3544.8,58,59.57,42.2,-9.42,51.62,0,12408.26
3545.8,58,59.57,42.07,-9.42,51.49,0,12409.83
3546.8,58,59.57,41.94,-9.42,51.36,0,12411.4
3547.8,58,59.57,41.82,-9.42,51.24,0,12412.97
3548.8,58,59.54,41.88,-9.24,51.12,0,12414.51
3549.8,58,59.38,42.72,-8.28,51,0,12415.89
3550.8,58,59.28,43.22,-7.68,50.9,0,12417.17
3551.8,58,59.25,43.3,-7.5,50.8,0,12418.42
3552.8,58,59.25,43.2,-7.5,50.7,0,12419.67
3553.8,58,59.25,43.1,-7.5,50.6,0,12420.92
3554.8,58,59.25,43,-7.5,50.5,0,12422.17
3555.8,58,59.25,42.9,-7.5,50.4,0,12423.42
3556.8,58,59.25,42.8,-7.5,50.3,0,12424.67
3557.8,58,59.05,43.92,-6.3,50.22,0,12425.72
3558.8,58,59.05,43.83,-6.3,50.13,0,12426.77
3559.8,58,58.93,44.48,-5.58,50.06,0,12427.7
3560.8,58,58.93,44.4,-5.58,49.98,0,12428.63
3561.8,58,58.93,44.33,-5.58,49.91,0,12429.56
3562.8,58,58.93,44.25,-5.58,49.83,0,12430.49
3563.8,58,58.93,44.18,-5.58,49.76,0,12431.42
3564.8,58,58.93,44.1,-5.58,49.68,0,12432.35
3565.8,58,58.89,44.27,-5.34,49.61,0,12433.24
3566.8,58,58.64,45.72,-3.84,49.56,0,12433.88
3567.8,58,58.6,45.91,-3.6,49.51,0,12434.48
3568.8,58,58.6,45.86,-3.6,49.46,0,12435.08
3569.8,58,58.6,45.82,-3.6,49.42,0,12435.68
3570.8,58,58.6,45.77,-3.6,49.37,0,12436.28
3571.8,58,58.6,45.72,-3.6,49.32,0,12436.88
3572.8,58,58.57,45.85,-3.42,49.27,0,12437.45
3573.8,58,58.35,47.15,-2.1,49.25,0,12437.8
3574.8,58,58.35,47.12,-2.1,49.22,0,12438.15
3575.8,58,58.31,47.33,-1.86,49.19,0,12438.46
3576.9,58,58.28,47.49,-1.68,49.17,0,12438.74
3577.9,58,58.28,47.47,-1.68,49.15,0,12439.02
3578.9,58,58.28,47.45,-1.68,49.13,0,12439.3
3579.9,58,58.28,47.42,-1.68,49.1,0,12439.58
3580.9,58,58.25,47.58,-1.5,49.08,0,12439.83
3581.9,58,58.12,48.35,-0.72,49.07,0,12439.95
3582.9,58,58.06,48.71,-0.36,49.07,0,12440.01
3583.9,58,58.02,48.95,-0.12,49.07,0,12440.03
3584.9,58,57.99,49.13,0.06,49.07,0,12440.04
3585.9,58,57.96,49.31,0.24,49.07,0,12440.08
3586.9,58,57.96,49.31,0.24,49.07,0,12440.12
3587.9,58,57.96,49.32,0.24,49.08,0,12440.16
3588.9,58,57.96,49.32,0.24,49.08,0,12440.2
3589.9,58,57.96,49.32,0.24,49.08,0,12440.24
3590.9,58,57.96,49.33,0.24,49.09,0,12440.28
3591.9,58,57.93,49.51,0.42,49.09,0,12440.35
3592.9,58,57.89,49.76,0.66,49.1,0,12440.46
3593.9,58,57.89,49.77,0.66,49.11,0,12440.57
3594.9,58,57.96,49.35,0.24,49.11,0,12440.61
3595.9,58,57.89,49.78,0.66,49.12,0,12440.72
3596.9,58,57.89,49.79,0.66,49.13,0,12440.83
3597.9,58,57.86,49.98,0.84,49.14,0,12440.97
3598.9,58,57.83,50.18,1.02,49.16,0,12441.14
3599.9,58,57.83,50.19,1.02,49.17,0,12441.31
3600.9,58,57.93,49.6,0.42,49.18,0,12441.38
3601.9,58,57.93,49.6,0.42,49.18,0,12441.45
3602.9,58,57.89,49.85,0.66,49.19,0,12441.56
3603.9,58,57.86,50.04,0.84,49.2,0,12441.7
3604.9,58,57.73,50.84,1.62,49.22,0,12441.97
3605.9,58,57.89,49.89,0.66,49.23,0,12442.08
3606.9,58,57.77,50.63,1.38,49.25,0,12442.31
3607.9,58,57.67,51.26,1.98,49.28,0,12442.64
3608.9,58,57.7,51.1,1.8,49.3,0,12442.94
3610,58,57.64,51.49,2.16,49.33,0,12443.3
3611,58,57.77,50.73,1.38,49.35,0,12443.53
3612,58,57.77,50.75,1.38,49.37,0,12443.76
3613,58,57.73,51.01,1.62,49.39,0,12444.03
3614,58,57.64,51.58,2.16,49.42,0,12444.39
3615,58,57.86,50.27,0.84,49.43,0,12444.53
3616,58,57.8,50.64,1.2,49.44,0,12444.73
3617,58,57.73,51.09,1.62,49.47,0,12445
3618,58,57.77,50.86,1.38,49.48,0,12445.23
3619,58,57.7,51.31,1.8,49.51,0,12445.53
3620,58,57.7,51.33,1.8,49.53,0,12445.83
3621,58,57.73,51.17,1.62,49.55,0,12446.1
3622,58,57.64,51.74,2.16,49.58,0,12446.46
3623,58,57.67,51.59,1.98,49.61,0,12446.79
3624,58,57.64,51.8,2.16,49.64,0,12447.15
3625,58,57.7,51.46,1.8,49.66,0,12447.45
3626,58,57.64,51.85,2.16,49.69,0,12447.81
3627,58,57.64,51.88,2.16,49.72,0,12448.17
3628,58,57.64,51.91,2.16,49.75,0,12448.53
3629,58,57.64,51.94,2.16,49.78,0,12448.89
3630,58,57.64,51.97,2.16,49.81,0,12449.25
3631,58,57.64,52,2.16,49.84,0,12449.61
3632,58,57.64,52.02,2.16,49.86,0,12449.97
3633,58,57.64,52.05,2.16,49.89,0,12450.33
3634,58,57.64,52.08,2.16,49.92,0,12450.69
3635,58,57.64,52.11,2.16,49.95,0,12451.05
3636,58,57.64,52.14,2.16,49.98,0,12451.41
3637,58,57.64,52.17,2.16,50.01,0,12451.77
3638,58,57.64,52.2,2.16,50.04,0,12452.13
3639,58,57.64,52.23,2.16,50.07,0,12452.49
3640,58,57.64,52.26,2.16,50.1,0,12452.85
3641,58,57.64,52.28,2.16,50.12,0,12453.21
3642,58,57.64,52.31,2.16,50.15,0,12453.57
3643,58,57.64,52.34,2.16,50.18,0,12453.93
3644,58,57.64,52.37,2.16,50.21,0,12454.29
3645,58,57.64,52.4,2.16,50.24,0,12454.65
3646,58,57.64,52.43,2.16,50.27,0,12455.01
3647,58,57.64,52.46,2.16,50.3,0,12455.37
3648,58,57.64,52.49,2.16,50.33,0,12455.73
3649,58,57.64,52.52,2.16,50.36,0,12456.09
3650,58,57.64,52.54,2.16,50.38,0,12456.45
3651,58,57.64,52.57,2.16,50.41,0,12456.81
3652.1,58,57.64,52.6,2.16,50.44,0,12457.17
3653.1,58,57.64,52.63,2.16,50.47,0,12457.53
3654.1,58,57.64,52.66,2.16,50.5,0,12457.89
3655.1,58,57.64,52.69,2.16,50.53,0,12458.25
3656.1,58,57.64,52.72,2.16,50.56,0,12458.61
3657.1,58,57.64,52.75,2.16,50.59,0,12458.97
3658.1,58,57.64,52.78,2.16,50.62,0,12459.33
3659.1,58,57.64,52.8,2.16,50.64,0,12459.69
3660.1,58,57.64,52.83,2.16,50.67,0,12460.05
3661.1,58,57.64,52.86,2.16,50.7,0,12460.41
3662.1,58,57.64,52.89,2.16,50.73,0,12460.77
3663.1,58,57.64,52.92,2.16,50.76,0,12461.13
3664.1,58,57.64,52.95,2.16,50.79,0,12461.49
3665.1,58,57.64,52.98,2.16,50.82,0,12461.85
3666.1,58,57.64,53.01,2.16,50.85,0,12462.21
3667.1,58,57.67,52.85,1.98,50.87,0,12462.54
3668.1,58,57.67,52.88,1.98,50.9,0,12462.87
3669.1,58,57.67,52.91,1.98,50.93,0,12463.2
3670.1,58,57.73,52.57,1.62,50.95,0,12463.47
3671.1,58,57.7,52.77,1.8,50.97,0,12463.77
3672.1,58,57.86,51.82,0.84,50.98,0,12463.91
3673.1,58,57.89,51.65,0.66,50.99,0,12464.02
3674.1,58,57.8,52.21,1.2,51.01,0,12464.22
3675.1,58,57.93,51.43,0.42,51.01,0,12464.29
3676.1,58,57.89,51.68,0.66,51.02,0,12464.4
3677.1,58,57.77,52.42,1.38,51.04,0,12464.63
3678.1,58,57.86,51.89,0.84,51.05,0,12464.77
3679.1,58,57.96,51.29,0.24,51.05,0,12464.81
3680.1,58,57.96,51.3,0.24,51.06,0,12464.85
3681.1,58,57.89,51.73,0.66,51.07,0,12464.96
3682.1,58,57.96,51.31,0.24,51.07,0,12465
3683.1,58,57.96,51.31,0.24,51.07,0,12465.04
3684.1,58,57.96,51.32,0.24,51.08,0,12465.08
3685.1,58,57.96,51.32,0.24,51.08,0,12465.12
3686.1,58,57.96,51.32,0.24,51.08,0,12465.16
3687.1,58,57.96,51.33,0.24,51.09,0,12465.2
3688.1,58,57.96,51.33,0.24,51.09,0,12465.24
3689.1,58,57.96,51.33,0.24,51.09,0,12465.28
3690.1,58,57.96,51.34,0.24,51.1,0,12465.32
3691.1,58,57.96,51.34,0.24,51.1,0,12465.36
3692.1,58,57.96,51.34,0.24,51.1,0,12465.4
3693.1,58,57.96,51.35,0.24,51.11,0,12465.44
3694.1,58,57.96,51.35,0.24,51.11,0,12465.48
3695.2,58,57.96,51.35,0.24,51.11,0,12465.52
3696.2,58,57.96,51.35,0.24,51.11,0,12465.56
3697.2,58,57.96,51.36,0.24,51.12,0,12465.6
3698.2,58,57.96,51.36,0.24,51.12,0,12465.64
3699.2,58,57.96,51.36,0.24,51.12,0,12465.68
3700.2,58,57.96,51.37,0.24,51.13,0,12465.72
3701.2,58,57.96,51.37,0.24,51.13,0,12465.76
3702.2,58,57.96,51.37,0.24,51.13,0,12465.8
3703.2,58,57.99,51.2,0.06,51.14,0,12465.81
3704.2,58,58.02,51.01,-0.12,51.13,0,12465.83
3705.2,58,58.02,51.01,-0.12,51.13,0,12465.85
3706.2,58,58.09,50.58,-0.54,51.12,0,12465.94
3707.2,58,58.02,51,-0.12,51.12,0,12465.96
3708.2,58,58.18,50.03,-1.08,51.11,0,12466.14
3709.2,58,58.15,50.2,-0.9,51.1,0,12466.29
3710.2,58,58.06,50.73,-0.36,51.09,0,12466.35
3711.2,58,58.02,50.97,-0.12,51.09,0,12466.37
3712.2,58,58.18,50,-1.08,51.08,0,12466.55
3713.2,58,58.18,49.98,-1.08,51.06,0,12466.73
3714.2,58,58.12,50.33,-0.72,51.05,0,12466.85
3715.2,58,58.06,50.69,-0.36,51.05,0,12466.91
3716.2,58,58.15,50.13,-0.9,51.03,0,12467.06
3717.2,58,58.22,49.7,-1.32,51.02,0,12467.28
3718.2,58,58.18,49.92,-1.08,51,0,12467.46
3719.2,58,58.25,49.48,-1.5,50.98,0,12467.71
3720.2,58,58.15,50.07,-0.9,50.97,0,12467.86
3721.2,58,58.12,50.24,-0.72,50.96,0,12467.98
3722.2,58,58.12,50.23,-0.72,50.95,0,12468.1
3723.2,58,58.22,49.61,-1.32,50.93,0,12468.32
3724.2,58,58.12,50.2,-0.72,50.92,0,12468.44
3725.2,58,58.09,50.38,-0.54,50.92,0,12468.53
3726.2,58,58.02,50.8,-0.12,50.92,0,12468.55
3727.2,58,58.02,50.79,-0.12,50.91,0,12468.57
3728.2,58,58.02,50.79,-0.12,50.91,0,12468.59
3729.2,58,58.22,49.57,-1.32,50.89,0,12468.81
3730.2,58,58.02,50.77,-0.12,50.89,0,12468.83
3731.2,58,58.12,50.16,-0.72,50.88,0,12468.95
3732.2,58,58.09,50.34,-0.54,50.88,0,12469.04
3733.2,57,57.99,44.86,-5.94,50.8,0,12470.03
3734.2,57,58.02,44.6,-6.12,50.72,0,12471.05
3735.2,57,58.06,44.27,-6.36,50.63,0,12472.11
3736.2,57,58.09,44,-6.54,50.54,0,12473.2
3737.2,57,57.99,44.52,-5.94,50.46,0,12474.19
3738.2,57,57.99,44.44,-5.94,50.38,0,12475.18
3739.2,57,57.99,44.36,-5.94,50.3,0,12476.17
3740.2,57,58.09,43.68,-6.54,50.22,0,12477.26
